ethnicity,lgr,sex,agegrp,qualification,occupation,hours,income
1,5,2,50,1,10,0,201
1,10,2,55,3,2,40,794
1,3,2,60,1,10,0,216
4,2,2,30,3,2,42.5,414
1,10,1,65,4,10,0,175
1,3,2,55,3,10,0,630
1,3,2,25,3,10,0,0
1,2,1,65,5,10,0,1218
1,8,2,30,4,2,20,749
1,5,1,50,4,2,45,1692
1,8,1,30,3,8,47.5,1084
1,12,1,15,1,10,0,0
1,8,1,65,3,10,0,332
1,2,1,65,2,10,0,276
1,2,1,35,3,2,40,2215
1,2,1,40,3,3,45,648
1,10,1,35,3,3,45,1128
1,6,1,15,2,2,40,467
1,11,2,55,1,10,0,275
1,11,2,65,2,10,0,251
1,5,2,55,1,10,0,386
1,11,1,45,3,1,42,842
1,11,1,25,3,10,0,279
1,10,2,15,1,10,0,0
1,10,1,65,4,10,0,432
1,8,1,55,2,10,0,480
12,7,2,15,2,10,0,0
1,8,1,50,4,2,0,1276
1,11,1,45,4,10,0,360
4,2,1,20,1,1,41.5,809
1,2,1,45,3,2,0,-5100
1,2,1,35,4,2,37,2503
1,8,1,65,4,6,0,1899
1,2,1,60,1,3,7,82
3,2,1,15,1,2,40,578
24,2,2,30,3,2,37,1095
1,10,1,65,3,10,0,246
1,10,2,50,4,2,40,1346
2,7,2,35,1,10,0,241
1,2,1,55,1,10,0,158
1,11,1,55,4,2,0,5342
1,4,1,60,1,4,50,2431
1,10,2,40,2,4,0,168
1,5,1,65,1,10,0,12
1,1,2,55,1,5,0,-142
1,5,2,60,3,4,40,1059
13,2,2,20,2,10,0,0
1,10,2,65,5,10,0,287
1,9,2,65,1,8,30,1492
1,5,2,60,1,5,40,583
12,2,1,30,3,10,0,0
4,7,2,20,1,8,55.5,1028
1,5,1,20,4,1,60,829
1,8,2,25,4,3,25,292
1,8,1,45,4,6,0,5285
1,10,1,35,4,2,40,863
1,5,1,35,3,1,13,825
1,8,1,20,2,10,0,146
1,7,2,45,4,2,60,932
1,11,1,65,3,3,39,1482
1,12,1,35,3,10,0,234
3,2,1,15,1,10,0,0
1,8,2,65,3,6,37.5,1587
1,6,2,35,5,4,20,280
4,10,2,30,3,4,41,1050
1,7,1,65,4,10,0,322
1,2,2,25,4,2,12,284
1,2,2,60,1,4,40,697
1,3,2,45,1,10,0,23
1,2,2,55,1,2,60,916
4,2,1,60,3,4,0,328
1,2,1,35,4,2,0,2110
1,10,1,55,2,6,0,1749
1,10,1,30,5,3,43,1896
1,12,2,30,3,2,40,704
4,6,2,25,5,8,40,880
1,5,1,50,2,7,35,561
2,7,2,60,1,10,0,393
4,2,2,20,1,2,0,151
1,11,2,65,1,8,38.5,869
12,4,1,15,1,10,0,0
1,10,2,45,3,6,42,707
1,12,2,40,3,4,50,1155
1,8,2,35,2,10,0,494
1,1,1,50,2,6,0,1151
1,10,2,20,3,2,9,192
1,3,2,40,2,6,40,844
1,10,2,65,1,10,0,243
2,10,2,30,2,4,22,317
1,2,2,35,4,1,37,907
4,2,2,55,1,10,0,389
1,6,1,65,3,10,40,468
12,3,2,30,2,1,20,518
1,2,1,60,4,2,56,1485
1,10,1,60,3,3,0,718
2,7,2,35,3,10,0,296
1,5,2,65,5,5,19,2344
1,3,1,65,1,10,0,0
4,2,1,25,5,10,0,0
1,3,2,30,3,10,0,1221
1,1,1,25,1,3,42.5,818
1,3,2,60,1,3,18.5,-14
12,10,2,35,2,10,0,677
1,10,2,65,1,10,0,193
2,7,1,45,3,3,40,828
5,2,1,65,1,10,0,1003
1,10,1,65,2,3,16,1008
1,6,2,25,3,10,0,0
1,3,1,20,3,1,48,879
1,5,2,65,3,10,0,0
4,2,1,20,2,8,12,434
1,4,1,45,3,7,60,988
1,4,2,25,3,4,22.5,654
3,2,1,40,2,7,30,1696
1,8,2,25,2,10,0,0
1,2,1,40,4,2,40,1814
3,8,1,40,5,6,40,1233
1,2,1,35,4,2,50,2667
1,2,1,40,4,5,40,704
12,2,2,15,1,10,0,0
6,3,1,45,1,2,44,2228
1,7,1,55,1,3,37.5,1619
1,2,2,35,2,10,0,0
1,3,1,25,2,8,40.5,591
1,3,1,15,2,2,4,50
12,3,1,65,2,6,24,292
1,8,1,30,4,10,0,0
1,3,1,65,3,10,0,352
2,2,1,15,1,10,0,246
4,2,1,20,2,5,20,330
4,2,2,15,2,6,0,388
1,3,2,35,4,2,10,575
1,10,1,45,4,10,0,270
1,2,1,45,3,1,45,2413
1,10,2,15,2,10,0,116
2,3,2,65,5,10,0,924
1,8,1,30,2,7,40,585
1,11,1,50,3,1,0,479
1,11,1,55,2,10,0,271
1,5,2,65,1,10,0,235
6,6,1,40,1,3,42.5,1383
1,10,2,65,3,10,0,250
1,8,2,65,3,10,0,632
1,10,1,55,3,3,44,484
1,2,1,25,2,8,10,882
1,5,1,25,1,10,0,427
1,7,1,50,2,6,40,833
3,2,1,15,1,10,0,0
1,8,1,50,3,3,40,1000
12,2,2,20,3,4,34.5,768
1,10,2,35,2,10,0,335
1,7,1,65,1,10,0,302
1,2,2,65,2,8,0,184
1,8,1,50,1,10,0,353
1,7,2,55,1,4,40,700
12,4,1,15,2,10,0,0
1,8,2,40,1,5,37,780
6,11,1,65,1,6,0,447
1,4,1,65,3,8,0,753
2,3,1,45,3,8,0,233
1,12,2,65,4,10,0,324
4,10,2,50,3,8,0,286
2,1,2,35,3,10,0,198
1,10,1,20,2,8,11,148
2,8,2,45,3,10,0,493
4,4,2,20,2,2,38.5,911
1,2,1,55,1,1,0,2054
1,6,2,65,3,10,0,331
1,10,1,25,3,1,40,946
1,10,2,65,1,10,0,415
1,3,2,15,2,8,37,960
1,2,2,25,4,2,37,1055
1,10,2,50,4,2,40,1295
2,1,2,40,1,1,40,690
2,1,2,60,3,10,0,499
1,10,1,45,2,2,40,1039
1,9,2,25,4,10,0,331
1,7,1,50,2,2,37,1450
1,2,1,60,2,2,40,1899
1,11,2,30,3,2,0,518
2,1,1,30,3,8,50,1375
13,8,1,25,1,4,0,186
1,2,1,65,3,10,0,328
1,3,1,55,3,10,0,235
1,2,1,60,1,3,0,690
4,2,2,30,4,2,8,422
12,8,2,45,4,2,40,1122
3,2,2,15,2,5,30,364
1,2,1,25,4,2,0,1055
4,2,1,55,2,8,50,1363
4,2,1,65,2,10,0,1275
1,8,2,60,4,2,40,1062
4,10,1,30,4,2,60,1416
1,2,2,60,3,10,0,0
1,5,1,55,1,1,65,2743
1,8,2,65,3,10,0,275
3,2,2,35,4,4,40,844
3,2,1,45,2,3,40,864
1,10,1,15,2,10,0,0
1,3,1,35,1,1,0,1726
2,2,2,60,1,10,0,211
1,2,1,55,3,3,45,718
1,5,2,65,1,8,39,583
1,5,2,35,4,5,40,1184
1,1,1,50,3,8,60,1620
6,10,2,50,1,1,20,1031
4,2,2,30,4,10,0,404
1,12,1,65,3,10,0,256
1,7,2,60,1,8,0,324
1,10,1,15,2,10,0,0
1,8,1,60,4,2,40,1465
1,1,2,65,1,10,0,258
1,6,1,50,2,10,0,281
4,8,1,60,5,8,40,748
1,2,1,65,3,10,0,248
1,10,2,15,1,10,0,0
1,10,2,35,3,2,16,259
1,7,2,40,3,4,15,578
1,5,2,65,3,10,0,413
1,10,2,20,2,2,22,380
1,7,1,30,4,2,37,1224
1,10,2,60,1,8,37.5,870
4,2,1,15,2,10,0,0
1,2,1,30,2,5,40,1402
4,11,1,20,2,7,40,880
1,8,2,50,2,2,40,1152
1,8,2,25,2,5,24,554
12,3,1,25,3,4,40,638
3,2,1,15,3,1,50,1192
1,7,2,50,2,5,37.5,712
1,2,2,30,2,4,30,1208
4,10,1,20,1,10,0,436
1,2,1,20,2,3,40,572
1,7,2,25,2,4,40,844
2,5,2,35,3,10,0,404
1,5,2,65,1,6,37.5,904
4,11,2,35,2,7,40,666
1,7,1,30,2,3,40,1045
1,6,1,15,3,10,0,359
3,2,1,50,3,8,46,1058
1,4,2,35,1,8,37.5,796
2,1,2,15,1,8,38.5,771
1,9,1,15,2,10,0,450
12,4,1,15,2,10,0,0
3,2,1,15,1,10,0,154
1,6,2,25,1,6,19,1139
1,8,1,50,4,10,0,414
9,3,1,30,4,2,40,1245
1,5,1,65,2,10,0,0
1,5,1,20,3,10,0,348
12,2,1,20,2,10,0,-207
1,10,2,50,3,5,44,752
5,8,1,45,2,10,0,311
2,5,2,45,4,10,0,165
1,2,2,30,2,6,40,702
1,2,1,50,2,2,40,1181
1,5,1,35,1,2,56,882
12,1,2,55,5,5,30,592
1,2,2,65,4,2,30,792
6,5,1,50,3,4,84,1436
4,7,1,65,2,10,0,0
1,3,1,45,1,6,40,1408
1,2,1,60,4,2,0,-1036
1,10,1,60,3,1,40,1160
1,10,1,45,1,1,0,-169
1,10,1,65,1,10,0,350
1,9,2,15,2,7,0,518
6,10,2,40,3,1,40,784
4,11,2,25,2,2,38.5,1165
1,8,2,50,1,4,0,265
1,2,1,25,2,10,0,403
1,2,2,20,2,5,0,1376
1,11,2,30,4,2,30,792
1,3,1,15,2,10,0,0
1,1,1,20,3,7,40,468
1,9,2,20,2,10,0,393
1,8,1,60,3,10,0,341
1,1,2,25,3,10,0,238
1,2,2,50,2,6,16,1136
1,10,2,45,2,4,50,1477
1,3,1,45,4,4,40,1308
3,2,1,15,3,8,21,265
1,1,1,55,1,1,0,-211
2,1,2,40,1,1,6,1971
1,8,1,60,4,10,0,-69
1,10,2,60,3,2,40,949
1,5,1,60,2,10,0,0
9,3,2,45,1,8,10,248
1,3,1,60,3,10,0,322
1,8,2,30,3,1,40,616
1,2,2,40,4,10,0,239
2,2,2,65,1,10,0,564
1,10,1,35,5,2,40,1266
1,2,2,30,3,1,37,1133
1,2,1,65,2,10,0,0
12,2,1,55,2,10,0,352
1,9,1,50,1,2,42,3567
1,11,1,35,5,1,46,1076
1,7,1,65,1,10,0,306
1,2,1,40,2,2,40,1540
4,8,2,30,2,6,38.5,601
1,3,2,25,3,4,14,1338
1,8,2,65,1,10,0,540
1,8,1,25,1,10,0,863
1,12,2,30,2,1,50,1594
1,7,1,30,3,1,40.5,932
1,10,2,50,1,10,0,234
1,11,1,30,3,3,48.5,659
2,12,1,35,3,4,40,828
1,3,1,45,2,8,50,957
1,6,1,45,4,5,0,2463
4,2,2,30,2,10,0,291
1,2,2,45,4,2,12,1012
1,10,1,45,4,2,46,921
23,4,2,15,2,10,0,0
1,10,1,40,2,10,0,346
3,2,2,65,1,10,0,138
12,12,1,40,2,8,73,1536
1,5,2,65,3,10,0,291
1,8,1,15,2,10,0,0
1,7,1,60,3,7,44,673
1,2,1,50,3,7,45,693
1,3,1,60,3,7,40,770
1,9,1,60,3,3,37.5,2359
2,3,2,65,3,4,25,322
1,2,1,65,1,10,0,226
34,2,1,45,3,7,6,318
3,2,1,65,5,10,0,610
3,8,1,20,2,10,0,334
1,10,1,65,1,4,37,703
1,10,2,65,1,4,28,658
1,2,1,50,2,5,0,259
6,2,1,35,4,2,0,1040
1,4,1,65,3,2,40,1350
1,7,2,30,5,4,30,494
2,6,1,40,1,1,0,475
1,10,2,60,1,10,0,340
1,2,1,35,2,2,40.5,1694
1,3,1,25,3,1,45,1758
4,2,1,45,4,10,0,269
1,2,2,50,2,1,7.5,747
1,8,1,50,2,7,40,540
4,2,1,15,1,10,0,0
1,11,1,60,5,8,45,1026
12,7,1,20,5,10,0,241
1,5,1,50,4,2,40,2462
1,3,1,35,2,3,30,580
1,12,2,55,2,5,32,737
1,10,2,65,1,8,39,898
1,11,1,30,3,2,44,961
4,2,2,50,2,4,20,396
1,10,1,45,1,10,0,283
1,8,1,20,2,3,51,1266
2,10,1,25,3,2,40,639
1,11,2,30,3,2,40,1502
1,8,1,35,3,3,0,0
1,10,2,20,2,4,26,323
1,10,2,50,2,10,0,386
2,3,2,20,1,10,0,362
1,10,2,65,2,10,0,0
1,2,2,60,4,3,37,1973
2,5,2,35,4,5,14,313
3,2,2,65,1,10,0,383
1,8,2,60,3,10,0,1366
3,2,1,20,1,7,60,1016
1,3,2,45,2,6,55,1243
4,2,1,35,4,2,41,1899
1,2,1,25,4,1,0,0
2,5,1,35,3,7,45,1239
1,8,1,50,3,8,41.5,1357
1,4,2,65,1,10,0,351
1,2,1,65,1,10,0,1
1,10,2,65,1,10,0,40
1,2,1,30,3,1,47.5,941
1,2,2,65,3,3,30,1319
6,10,2,60,1,10,0,317
2,1,1,65,1,10,0,411
1,2,1,20,3,7,25,338
1,9,1,40,1,2,40,2166
4,2,1,15,2,10,0,0
2,3,1,40,1,1,37,0
3,2,1,30,2,6,40,576
1,2,1,60,3,10,0,1
1,1,2,25,3,2,25,938
1,10,2,15,1,10,0,0
1,10,2,40,4,2,40,598
1,10,2,55,2,5,42,2022
1,7,1,30,4,2,20,266
1,7,2,65,1,10,0,444
12,5,2,65,1,10,0,198
1,12,1,50,4,2,0,193
4,9,2,25,1,2,45,742
1,7,1,60,4,4,47.5,888
2,3,2,20,1,10,0,0
4,2,2,30,4,5,15,270
1,6,2,55,1,10,0,64
13,8,2,15,1,10,0,0
2,8,1,50,3,3,40,1121
1,7,2,60,4,2,53,1734
1,10,2,60,1,3,23.5,608
12,5,2,65,1,10,0,130
1,4,1,65,3,10,0,184
1,10,2,20,3,4,40,603
4,7,1,20,3,4,37,0
1,2,2,35,3,2,19,691
4,2,2,35,3,5,24,324
1,2,2,40,4,5,40,1907
3,2,2,45,1,8,40,844
1,2,1,50,3,2,50,1604
1,3,2,45,4,2,25,789
12,4,1,35,4,2,40,1522
1,10,1,60,1,8,45,844
1,7,2,45,2,10,0,265
12,4,2,40,2,8,25,92
1,4,2,60,4,3,0,881
1,10,1,45,2,8,40,952
1,10,2,40,4,1,40,1850
1,11,1,60,5,10,0,505
12,3,2,55,3,10,0,313
1,9,2,60,2,5,20,436
1,8,1,20,4,1,50.5,881
4,3,1,20,3,3,40,748
1,5,2,65,2,10,0,574
1,2,1,20,2,7,20,234
4,2,2,40,5,4,40,724
1,2,2,30,4,2,15,2589
2,6,2,65,3,10,0,322
23,11,2,15,2,10,0,0
1,1,2,45,2,5,29,894
1,6,1,20,4,6,25,444
1,10,2,55,4,10,0,337
1,5,2,15,2,10,0,0
1,2,1,65,1,10,0,0
1,9,2,45,2,2,45,1822
1,2,2,55,1,3,40,1278
4,2,2,30,5,10,0,479
1,8,1,60,4,6,40,612
1,12,2,65,5,10,0,269
3,2,2,35,1,4,50,1022
1,2,1,45,3,3,0,661
4,7,2,65,2,10,0,126
1,5,2,65,1,10,0,2
14,10,2,30,3,4,30,792
1,10,2,55,1,7,42.5,2106
1,10,1,65,1,10,0,0
1,2,2,50,1,5,37.5,531
1,3,1,40,4,1,37.5,0
2,4,2,25,1,8,40,1593
1,2,2,45,4,2,45,1158
1,2,1,65,4,10,0,0
1,8,2,60,3,10,0,265
1,10,2,35,3,4,40,1122
1,2,1,60,4,2,0,1381
12,2,1,45,3,1,40.5,1280
1,11,1,65,1,10,0,0
1,11,2,20,1,5,36.5,1870
1,11,1,40,3,3,40,1078
1,11,1,15,2,8,45,1266
2,3,1,25,3,1,0,393
1,2,2,55,1,10,0,249
1,10,1,15,1,10,0,0
3,2,1,35,2,4,15,1126
12,10,2,65,3,10,0,-526
1,4,1,20,3,8,25,371
3,2,1,45,2,7,19,579
1,2,2,15,3,8,40,633
1,2,1,35,4,2,40,1688
4,2,1,30,1,10,0,-527
1,3,1,15,1,8,16,220
1,5,2,65,2,10,0,403
3,2,2,45,3,5,12,198
12,6,1,15,2,10,0,0
12,12,2,50,1,10,0,4
1,2,2,25,3,2,15,401
4,10,1,35,4,2,45,1109
9,3,1,25,5,8,45,778
1,7,2,55,1,8,0,188
4,2,2,30,2,10,0,341
2,4,2,20,1,10,0,0
1,10,1,55,2,1,0,-259
1,2,2,60,1,10,0,333
1,8,2,65,4,2,14.5,394
1,8,2,50,1,6,40,486
1,2,2,65,1,4,40,650
1,2,1,45,3,3,0,265
1,5,1,65,2,10,0,158
15,2,2,20,2,5,10,117
3,2,2,30,3,8,35,654
2,1,2,20,2,10,0,285
3,2,1,60,1,1,0,259
1,8,2,55,2,5,20,715
1,1,2,35,1,10,0,310
12,2,1,50,1,5,20,327
1,7,1,65,1,10,0,0
1,3,2,20,3,8,55,1266
4,2,2,25,4,4,37,1492
1,10,2,45,4,10,0,0
2,2,1,20,2,4,20,264
1,7,2,60,2,10,0,280
1,1,2,65,1,10,0,0
4,2,2,30,4,3,30,544
1,4,1,15,2,10,0,284
1,8,2,65,1,10,0,162
1,11,2,30,3,4,35,995
1,12,1,15,2,10,0,0
1,10,2,40,2,4,15,55
1,8,1,65,3,1,0,375
1,11,1,20,2,3,40,725
1,2,1,45,3,3,45,941
4,10,2,25,3,8,35,630
1,7,1,35,1,8,40,621
3,2,2,15,1,6,40,687
1,8,1,65,4,10,0,321
12,12,2,35,1,5,0,1218
23,2,2,30,3,1,46,1222
1,2,2,35,4,2,14,522
2,3,1,20,1,4,38,757
1,11,2,25,4,2,37,1502
1,8,2,30,3,4,38.5,966
1,5,2,65,1,10,0,270
1,2,2,65,1,6,40,1287
6,10,2,25,4,2,25,2637
1,2,1,30,3,3,42.5,601
1,8,1,15,1,3,40,660
4,2,1,20,5,2,40,812
1,9,2,55,4,1,16,1440
1,8,1,15,1,1,38,1049
1,3,2,40,2,10,0,235
1,3,1,50,2,10,0,0
1,8,1,45,4,2,40,1688
1,11,1,40,4,3,45,1350
1,5,2,15,1,10,0,0
1,3,2,65,5,10,0,302
12,3,2,65,1,10,0,380
3,2,2,15,1,10,0,272
1,6,2,45,3,10,0,403
4,5,1,15,2,10,0,0
1,2,2,65,2,10,0,0
1,9,1,25,2,1,42,2390
1,10,1,40,1,8,41,737
4,10,2,30,4,2,24,864
1,10,1,20,4,4,45,1542
1,10,1,35,4,1,2,132
1,2,1,65,5,10,0,434
12,10,2,35,4,1,33,1296
1,2,1,65,3,10,0,0
1,9,2,65,1,6,40,725
1,7,1,15,1,4,32,582
1,10,1,55,2,4,0,226
4,2,2,20,2,2,0,127
1,11,1,60,3,6,40,1260
14,2,2,35,3,8,40,660
1,12,2,25,5,10,0,0
2,1,1,40,2,10,0,1735
4,2,1,55,2,1,0,465
1,8,2,45,1,1,40,1295
1,11,2,60,1,10,0,225
2,2,1,35,2,10,0,0
1,8,2,65,1,10,0,287
1,7,2,55,2,5,40,1774
1,2,1,40,3,6,18,272
16,5,2,65,1,10,0,208
4,2,2,45,3,10,0,240
1,3,1,20,1,10,0,0
1,11,1,55,2,10,0,419
1,5,2,60,1,10,0,0
1,7,2,65,2,10,0,889
4,1,1,35,3,5,40,529
2,3,2,20,1,5,7,82
2,5,1,55,1,7,40,666
1,10,2,65,1,10,0,88
1,1,1,65,1,10,0,1514
1,7,2,20,4,10,0,657
1,5,1,65,2,10,0,277
6,12,1,50,3,3,32,1223
1,3,2,55,3,5,40,970
1,8,2,25,3,2,48,1350
1,9,1,15,1,6,4.5,47
1,9,2,60,1,8,27,243
12,12,1,35,3,3,40,1119
1,2,2,55,5,6,31.5,411
1,3,1,65,2,10,0,293
1,5,2,65,2,10,0,317
1,10,1,55,3,1,10,0
1,3,1,20,2,10,0,204
4,2,1,55,3,10,0,432
12,8,2,65,1,10,0,330
2,3,2,35,2,10,0,394
1,10,1,55,5,7,41.5,938
4,2,2,15,3,5,0,2158
1,11,2,50,1,10,0,844
1,2,1,20,2,3,40,558
1,10,1,40,5,7,7,183
4,2,1,50,4,2,45,841
1,10,2,35,1,6,49,1391
1,10,2,65,1,10,0,117
1,10,2,65,1,10,0,256
1,10,2,30,3,8,0,282
1,9,1,50,2,10,0,0
1,2,2,35,2,5,16,1465
1,8,1,30,4,5,37,1267
4,2,1,20,2,5,30,429
1,3,1,20,2,1,40,540
1,2,1,25,2,10,0,1
1,5,1,45,3,1,40,1381
1,11,1,35,5,2,43,563
1,10,1,50,1,6,40,1477
1,5,1,20,3,1,37,780
2,5,2,50,1,5,18,319
2,4,2,50,3,10,0,0
1,2,2,15,1,10,0,0
1,3,2,50,4,1,65,1170
2,4,1,15,1,10,0,0
1,2,2,65,5,10,0,227
2,2,2,15,1,10,0,0
1,2,1,20,4,2,15,172
1,4,2,45,2,1,24,198
1,2,2,15,2,10,0,0
1,2,2,15,2,10,0,0
1,2,1,65,4,10,0,655
1,5,2,65,1,2,50,930
1,5,1,50,3,4,40,991
1,10,2,30,4,10,0,70
12,11,1,50,1,1,0,1726
4,2,2,55,1,1,20,616
1,2,1,30,4,10,0,346
4,10,2,30,1,5,37,0
12,11,1,30,5,7,40,865
1,10,1,55,3,3,40,1019
2,8,1,15,1,10,0,0
24,1,2,15,2,6,41.5,485
4,3,1,40,1,10,0,267
12,7,1,35,1,7,40,798
1,2,2,25,4,2,39,980
3,2,2,25,1,10,0,166
1,8,2,50,2,1,0,2323
1,10,2,15,2,10,0,679
1,10,1,55,2,1,0,570
1,10,2,65,1,10,0,621
1,10,2,25,1,6,37,1287
1,8,2,25,4,2,20,1953
1,8,1,15,2,10,0,244
12,3,2,20,2,10,0,472
1,10,1,60,4,2,40,2984
1,3,2,50,3,7,40,704
1,6,1,60,3,3,40,925
1,11,1,25,5,3,47,1271
1,1,1,30,1,8,45,690
4,8,2,65,5,10,0,620
1,11,2,15,1,6,20,864
1,10,1,25,4,2,40,648
1,10,2,50,3,5,25,468
1,5,1,45,3,1,0,194
1,2,1,50,3,8,40,1232
1,8,2,40,2,5,37.5,1070
1,8,1,20,2,10,0,1
1,3,1,65,3,10,0,390
1,5,2,30,4,1,40,1353
1,10,2,50,3,10,0,469
1,8,1,45,2,6,40,724
1,6,2,25,4,2,24,962
2,8,2,20,5,10,0,356
1,2,1,45,1,6,42,806
1,5,2,60,3,10,0,0
1,6,2,50,3,6,19,250
1,8,1,55,3,3,40,-52
1,2,1,55,4,2,0,0
1,9,1,30,2,8,50,801
1,11,1,35,3,1,40,2428
1,2,2,25,3,2,40,1530
2,2,2,55,2,5,40,1514
2,8,2,65,1,8,30,788
1,11,2,20,4,6,36,733
2,12,2,60,1,8,15,272
1,3,2,65,2,2,23,1736
1,12,2,25,3,2,38,1481
4,3,1,35,4,5,0,-1726
1,9,2,50,3,5,2,102
4,2,2,30,5,8,40,1102
1,7,1,65,1,6,40,767
1,3,2,30,3,6,40,1372
4,2,2,25,4,6,30,862
1,3,1,60,5,3,6,161
1,3,2,25,4,1,44,917
3,2,2,30,2,6,52,1373
2,6,1,45,3,10,0,235
14,2,1,50,1,6,0,226
1,8,1,65,3,10,0,297
1,2,1,65,3,10,0,415
1,12,2,55,4,10,0,234
1,2,1,50,3,2,0,1036
4,2,2,25,4,10,0,0
1,12,1,35,1,6,45,928
1,2,2,60,2,6,35,504
12,9,2,35,3,6,9,406
1,4,1,60,1,8,0,331
1,2,2,45,4,6,9,109
1,1,2,30,2,10,0,209
12,2,1,30,3,7,40,504
1,2,1,55,3,6,40,572
1,2,2,65,1,10,0,290
2,3,1,25,1,4,40,1041
1,10,2,20,2,1,1.5,21
2,3,1,25,1,1,46,608
1,12,2,25,2,1,0,-345
3,2,2,15,1,10,0,0
1,8,2,55,4,2,25,513
1,10,1,50,1,10,0,0
1,8,1,65,3,10,0,0
1,10,1,30,1,5,0,2110
1,2,1,45,4,2,0,1350
2,7,1,40,1,1,46,1423
1,12,2,35,2,2,26,1030
1,10,1,60,1,3,42.5,1109
2,2,2,45,4,8,40,1035
1,2,1,65,3,5,17.5,256
24,3,1,30,3,10,0,0
1,9,1,65,5,10,0,271
1,2,2,65,1,10,0,351
1,2,2,15,2,10,0,0
1,8,1,15,3,10,0,0
4,2,1,30,5,10,0,889
1,11,1,65,5,10,0,731
1,1,2,55,4,2,0,-3551
1,8,2,65,1,10,0,521
1,10,1,45,4,5,40,638
1,2,1,50,2,5,40,1067
2,1,2,25,3,8,37.5,1392
1,3,2,55,2,10,0,-173
4,2,2,55,1,5,37,0
1,7,1,55,3,4,40,1911
4,2,1,25,1,1,0,-345
1,2,2,30,4,10,0,0
2,2,1,35,3,7,40,1448
1,10,2,55,1,8,40,493
1,4,2,15,5,10,0,0
1,2,2,60,2,8,40,770
1,8,1,40,3,4,37.5,695
6,10,2,65,1,10,0,298
1,11,2,45,4,2,40,831
1,8,2,25,1,5,0,2110
1,5,1,45,1,1,43,984
1,4,1,30,4,10,0,605
1,10,1,65,3,10,0,259
3,2,1,30,2,8,20,174
1,2,2,40,1,10,0,235
1,11,1,30,2,2,40,738
4,2,2,25,2,8,47.5,840
2,12,2,15,3,10,0,0
1,8,1,15,2,10,0,0
1,2,1,65,2,10,0,151
12,2,2,35,4,5,0,0
1,3,2,15,2,10,0,0
12,5,1,20,2,8,20,237
1,4,1,65,1,10,0,0
1,2,1,30,2,2,0,1043
1,2,1,35,2,7,5,111
1,12,2,60,2,10,0,462
1,10,1,60,1,1,40,504
1,8,2,35,4,2,40,932
3,2,1,50,1,7,0,-86
1,2,2,35,3,1,20,1154
1,8,2,30,3,5,20,460
3,2,2,30,3,6,0,853
1,10,2,30,4,2,40,702
1,10,2,60,1,1,29,501
1,7,1,45,2,8,0,2296
4,8,2,25,4,2,24,784
1,1,1,30,3,4,20,0
1,9,2,15,2,10,0,0
1,4,2,45,3,6,7,120
1,11,2,15,2,10,0,0
1,3,1,55,3,1,0,1208
2,4,1,50,3,4,17.5,347
1,10,2,60,3,4,38.5,615
1,1,2,50,1,1,37,2231
2,1,2,55,1,2,20,3079
12,3,2,30,3,4,10.5,162
1,8,2,40,1,10,0,246
2,2,2,65,1,7,50,1147
1,2,2,60,1,1,40,3789
1,5,2,15,1,10,0,0
1,12,2,30,4,5,36,591
4,2,2,25,4,5,44,799
1,1,2,25,1,6,37.5,865
1,10,2,60,1,10,0,419
1,10,1,20,4,1,40,953
2,8,1,20,1,1,40,792
1,7,1,25,3,6,44,660
3,5,1,20,1,10,0,0
1,2,1,20,3,6,40,990
1,10,1,50,2,6,40,880
1,1,2,65,1,10,0,74
1,2,1,60,4,5,55,829
1,2,2,20,3,6,37.5,830
4,2,1,55,4,8,53,1130
1,10,1,60,2,8,40,493
1,3,1,60,4,1,9,270
4,2,2,30,4,2,37,617
1,12,1,50,3,2,40,854
12,3,1,30,4,2,37.5,877
1,11,1,30,3,3,40,689
1,2,2,65,3,3,38,1328
2,4,1,15,1,10,0,1266
1,3,1,35,4,6,10,602
1,10,2,30,1,10,0,43
1,2,1,15,1,1,40,740
2,12,2,40,3,1,20,1333
4,6,2,25,4,2,37.5,929
1,4,1,65,3,7,4,281
1,10,2,45,4,2,38.5,1151
1,10,2,40,3,2,60,1013
1,5,1,65,2,10,0,13
4,3,1,30,3,3,45,729
4,10,1,30,3,2,40,1372
12,3,2,15,2,10,0,0
12,1,1,15,2,10,0,394
3,2,1,55,1,1,0,779
4,2,1,20,2,7,4,57
4,2,2,60,5,10,0,418
1,10,2,50,2,5,15,713
2,2,1,45,2,3,40,1055
1,2,2,55,1,10,0,278
1,2,2,60,3,8,0,315
4,8,2,25,3,2,28,756
1,11,2,25,1,10,0,271
1,11,2,25,1,8,40,825
1,10,1,55,3,2,42,1640
1,10,1,40,1,8,20,377
1,10,1,20,2,3,65,1144
1,2,2,15,2,10,0,0
23,10,2,15,1,10,0,0
1,9,2,45,2,8,25,411
1,2,2,65,2,10,0,860
1,2,2,45,2,4,45,871
3,2,1,25,1,1,0,-345
1,7,1,55,3,3,42.5,706
1,3,2,60,2,2,36.5,2834
2,3,1,35,1,6,40,880
1,3,2,45,2,1,48,2180
1,1,1,55,3,3,50,740
1,2,1,20,2,6,4.5,46
1,8,2,50,4,2,5,35
1,4,1,60,3,7,40,792
1,7,2,60,3,10,0,467
1,2,1,20,2,6,40,654
1,2,1,65,1,10,0,764
1,10,1,45,3,6,43,1561
2,1,2,55,1,8,40,1678
12,1,2,20,1,8,30,364
